Event_Date,Over3,Over4,Over5,Over6
1961.8466,0,0,0,0
1961.8493,0,0,0,0
1961.8521,0,0,0,0
1961.8548,0,0,0,0
1961.8575,0,0,0,0
1961.8603,0,0,0,0
1961.863,0,0,0,0
1961.8658,0,0,0,0
1961.8685,0,0,0,0
1961.8712,0,0,0,0
1961.874,0,0,0,0
1961.8767,0,0,0,0
1961.8795,0,0,0,0
1961.8822,0,0,0,0
1961.8849,0,0,0,0
1961.8877,0,0,0,0
1961.8904,0,0,0,0
1961.8932,0,0,0,0
1961.8959,0,0,0,0
1961.8986,0,0,0,0
1961.9014,0,0,0,0
1961.9041,0,0,0,0
1961.9068,0,0,0,0
1961.9096,0,0,0,0
1961.9123,0,0,0,0
1961.9151,0,0,0,0
1961.9178,0,0,0,0
1961.9205,0,0,0,0
1961.9233,0,0,0,0
1961.926,0,0,0,0
1961.9288,0,0,0,0
1961.9315,0,0,0,0
1961.9342,0,0,0,0
1961.937,0,0,0,0
1961.9397,0,0,0,0
1961.9425,0,0,0,0
1961.9452,0,0,0,0
1961.9479,0,0,0,0
1961.9507,0,0,0,0
1961.9534,0,0,0,0
1961.9562,0,0,0,0
1961.9589,0,0,0,0
1961.9616,0,0,0,0
1961.9644,0,0,0,0
1961.9671,0,0,0,0
1961.9699,0,0,0,0
1961.9726,0,0,0,0
1961.9753,0,0,0,0
1961.9781,0,0,0,0
1961.9808,0,0,0,0
1961.9836,0,0,0,0
1961.9863,0,0,0,0
1961.989,0,0,0,0
1961.9918,0,0,0,0
1961.9945,0,0,0,0
1961.9973,0,0,0,0
1962,0,0,0,0
1962.0027,0,0,0,0
1962.0055,0,0,0,0
1962.0082,0,0,0,0
1962.011,0,0,0,0
1962.0137,0,0,0,0
1962.0164,0,0,0,0
1962.0192,0,0,0,0
1962.0219,0,0,0,0
1962.0247,0,0,0,0
1962.0274,0,0,0,0
1962.0301,0,0,0,0
1962.0329,0,0,0,0
1962.0356,0,0,0,0
1962.0384,0,0,0,0
1962.0411,0,0,0,0
1962.0438,0,0,0,0
1962.0466,0,0,0,0
1962.0493,0,0,0,0
1962.0521,0,0,0,0
1962.0548,0,0,0,0
1962.0575,0,0,0,0
1962.0603,0,0,0,0
1962.063,0,0,0,0
1962.0658,0,0,0,0
1962.0685,0,0,0,0
1962.0712,0,0,0,0
1962.074,0,0,0,0
1962.0767,0,0,0,0
1962.0795,0,0,0,0
1962.0822,0,0,0,0
1962.0849,0,0,0,0
1962.0877,0,0,0,0
1962.0904,0,0,0,0
1962.0932,0,0,0,0
1962.0959,0,0,0,0
1962.0986,0,0,0,0
1962.1014,0,0,0,0
1962.1041,0,0,0,0
1962.1068,0,0,0,0
1962.1096,0,0,0,0
1962.1123,0,0,0,0
1962.1151,0,0,0,0
1962.1178,0,0,0,0
1962.1205,0,0,0,0
1962.1233,0,0,0,0
1962.126,0,0,0,0
1962.1288,0,0,0,0
1962.1315,0,0,0,0
1962.1342,0,0,0,0
1962.137,0,0,0,0
1962.1397,0,0,0,0
1962.1425,0,0,0,0
1962.1452,0,0,0,0
1962.1479,0,0,0,0
1962.1507,0,0,0,0
1962.1534,0,0,0,0
1962.1562,0,0,0,0
1962.1589,0,0,0,0
1962.1616,0,0,0,0
1962.1644,0,0,0,0
1962.1671,0,0,0,0
1962.1699,0,0,0,0
1962.1726,0,0,0,0
1962.1753,0,0,0,0
1962.1781,0,0,0,0
1962.1808,0,0,0,0
1962.1836,0,0,0,0
1962.1863,0,0,0,0
1962.189,0,0,0,0
1962.1918,0,0,0,0
1962.1945,0,0,0,0
1962.1973,0,0,0,0
1962.2,0,0,0,0
1962.2027,0,0,0,0
1962.2055,0,0,0,0
1962.2082,0,0,0,0
1962.211,0,0,0,0
1962.2137,0,0,0,0
1962.2164,0,0,0,0
1962.2192,0,0,0,0
1962.2219,0,0,0,0
1962.2247,0,0,0,0
1962.2274,0,0,0,0
1962.2301,0,0,0,0
1962.2329,0,0,0,0
1962.2356,0,0,0,0
1962.2384,0,0,0,0
1962.2411,0,0,0,0
1962.2438,0,0,0,0
1962.2466,0,0,0,0
1962.2493,0,0,0,0
1962.2521,0,0,0,0
1962.2548,0,0,0,0
1962.2575,0,0,0,0
1962.2603,0,0,0,0
1962.263,0,0,0,0
1962.2658,0,0,0,0
1962.2685,0,0,0,0
1962.2712,0,0,0,0
1962.274,0,0,0,0
1962.2767,0,0,0,0
1962.2795,0,0,0,0
1962.2822,0,0,0,0
1962.2849,0,0,0,0
1962.2877,0,0,0,0
1962.2904,0,0,0,0
1962.2932,0,0,0,0
1962.2959,0,0,0,0
1962.2986,0,0,0,0
1962.3014,0,0,0,0
1962.3041,0,0,0,0
1962.3068,0,0,0,0
1962.3096,0,0,0,0
1962.3123,0,0,0,0
1962.3151,0,0,0,0
1962.3178,0,0,0,0
1962.3205,0,0,0,0
1962.3233,0,0,0,0
1962.326,0,0,0,0
1962.3288,0,0,0,0
1962.3315,0,0,0,0
1962.3342,0,0,0,0
1962.337,0,0,0,0
1962.3397,0,0,0,0
1962.3425,0,0,0,0
1962.3452,0,0,0,0
1962.3479,0,0,0,0
1962.3507,0,0,0,0
1962.3534,0,0,0,0
1962.3562,0,0,0,0
1962.3589,0,0,0,0
1962.3616,0,0,0,0
1962.3644,0,0,0,0
1962.3671,0,0,0,0
1962.3699,0,0,0,0
1962.3726,0,0,0,0
1962.3753,0,0,0,0
1962.3781,0,0,0,0
1962.3808,0,0,0,0
1962.3836,0,0,0,0
1962.3863,0,0,0,0
1962.389,0,0,0,0
1962.3918,0,0,0,0
1962.3945,0,0,0,0
1962.3973,0,0,0,0
1962.4,0,0,0,0
1962.4027,0,0,0,0
1962.4055,0,0,0,0
1962.4082,0,0,0,0
1962.411,0,0,0,0
1962.4137,0,0,0,0
1962.4164,0,0,0,0
1962.4192,0,0,0,0
1962.4219,0,0,0,0
1962.4247,0,0,0,0
1962.4274,0,0,0,0
1962.4301,0,0,0,0
1962.4329,0,0,0,0
1962.4356,0,0,0,0
1962.4384,0,0,0,0
1962.4411,0,0,0,0
1962.4438,0,0,0,0
1962.4466,0,0,0,0
1962.4493,0,0,0,0
1962.4521,0,0,0,0
1962.4548,0,0,0,0
1962.4575,0,0,0,0
1962.4603,0,0,0,0
1962.463,0,0,0,0
1962.4658,0,0,0,0
1962.4685,0,0,0,0
1962.4712,0,0,0,0
1962.474,0,0,0,0
1962.4767,0,0,0,0
1962.4795,0,0,0,0
1962.4822,0,0,0,0
1962.4849,0,0,0,0
1962.4877,0,0,0,0
1962.4904,0,0,0,0
1962.4932,0,0,0,0
1962.4959,0,0,0,0
1962.4986,0,0,0,0
1962.5014,0,0,0,0
1962.5041,0,0,0,0
1962.5068,0,0,0,0
1962.5096,0,0,0,0
1962.5123,0,0,0,0
1962.5151,0,0,0,0
1962.5178,0,0,0,0
1962.5205,0,0,0,0
1962.5233,0,0,0,0
1962.526,0,0,0,0
1962.5288,0,0,0,0
1962.5315,0,0,0,0
1962.5342,0,0,0,0
1962.537,0,0,0,0
1962.5397,0,0,0,0
1962.5425,0,0,0,0
1962.5452,0,0,0,0
1962.5479,0,0,0,0
1962.5507,0,0,0,0
1962.5534,0,0,0,0
1962.5562,0,0,0,0
1962.5589,0,0,0,0
1962.5616,0,0,0,0
1962.5644,0,0,0,0
1962.5671,0,0,0,0
1962.5699,0,0,0,0
1962.5726,0,0,0,0
1962.5753,0,0,0,0
1962.5781,0,0,0,0
1962.5808,0,0,0,0
1962.5836,0,0,0,0
1962.5863,0,0,0,0
1962.589,0,0,0,0
1962.5918,0,0,0,0
1962.5945,0,0,0,0
1962.5973,0,0,0,0
1962.6,0,0,0,0
1962.6027,0,0,0,0
1962.6055,0,0,0,0
1962.6082,0,0,0,0
1962.611,0,0,0,0
1962.6137,0,0,0,0
1962.6164,0,0,0,0
1962.6192,0,0,0,0
1962.6219,0,0,0,0
1962.6247,0,0,0,0
1962.6274,0,0,0,0
1962.6301,0,0,0,0
1962.6329,0,0,0,0
1962.6356,0,0,0,0
1962.6384,0,0,0,0
1962.6411,0,0,0,0
1962.6438,0,0,0,0
1962.6466,0,0,0,0
1962.6493,0,0,0,0
1962.6521,0,0,0,0
1962.6548,0,0,0,0
1962.6575,0,0,0,0
1962.6603,0,0,0,0
1962.663,0,0,0,0
1962.6658,0,0,0,0
1962.6685,0,0,0,0
1962.6712,0,0,0,0
1962.674,0,0,0,0
1962.6767,0,0,0,0
1962.6795,0,0,0,0
1962.6822,0,0,0,0
1962.6849,0,0,0,0
1962.6877,0,0,0,0
1962.6904,0,0,0,0
1962.6932,0,0,0,0
1962.6959,0,0,0,0
1962.6986,0,0,0,0
1962.7014,0,0,0,0
1962.7041,0,0,0,0
1962.7068,0,0,0,0
1962.7096,0,0,0,0
1962.7123,0,0,0,0
1962.7151,0,0,0,0
1962.7178,0,0,0,0
1962.7205,0,0,0,0
1962.7233,0,0,0,0
1962.726,0,0,0,0
1962.7288,0,0,0,0
1962.7315,0,0,0,0
1962.7342,0,0,0,0
1962.737,0,0,0,0
1962.7397,0,0,0,0
1962.7425,0,0,0,0
1962.7452,0,0,0,0
1962.7479,0,0,0,0
1962.7507,0,0,0,0
1962.7534,0,0,0,0
1962.7562,0,0,0,0
1962.7589,0,0,0,0
1962.7616,0,0,0,0
1962.7644,0,0,0,0
1962.7671,0,0,0,0
1962.7699,0,0,0,0
1962.7726,0,0,0,0
1962.7753,0,0,0,0
1962.7781,0,0,0,0
1962.7808,0,0,0,0
1962.7836,0,0,0,0
1962.7863,0,0,0,0
1962.789,0,0,0,0
1962.7918,0,0,0,0
1962.7945,0,0,0,0
1962.7973,0,0,0,0
1962.8,0,0,0,0
1962.8027,0,0,0,0
1962.8055,0,0,0,0
1962.8082,0,0,0,0
1962.811,0,0,0,0
1962.8137,0,0,0,0
1962.8164,0,0,0,0
1962.8192,0,0,0,0
1962.8219,0,0,0,0
1962.8247,0,0,0,0
1962.8274,0,0,0,0
1962.8301,0,0,0,0
1962.8329,0,0,0,0
1962.8356,0,0,0,0
1962.8384,0,0,0,0
1962.8411,0,0,0,0
1962.8438,0,0,0,0
1962.8466,0,0,0,0
1962.8493,0,0,0,0
1962.8521,0,0,0,0
1962.8548,0,0,0,0
1962.8575,0,0,0,0
1962.8603,0,0,0,0
1962.863,0,0,0,0
1962.8658,0,0,0,0
1962.8685,0,0,0,0
1962.8712,0,0,0,0
1962.874,0,0,0,0
1962.8767,0,0,0,0
1962.8795,0,0,0,0
1962.8822,0,0,0,0
1962.8849,0,0,0,0
1962.8877,0,0,0,0
1962.8904,0,0,0,0
1962.8932,0,0,0,0
1962.8959,0,0,0,0
1962.8986,0,0,0,0
1962.9014,0,0,0,0
1962.9041,0,0,0,0
1962.9068,0,0,0,0
1962.9096,0,0,0,0
1962.9123,0,0,0,0
1962.9151,0,0,0,0
1962.9178,0,0,0,0
1962.9205,0,0,0,0
1962.9233,0,0,0,0
1962.926,0,0,0,0
1962.9288,0,0,0,0
1962.9315,0,0,0,0
1962.9342,0,0,0,0
1962.937,0,0,0,0
1962.9397,0,0,0,0
1962.9425,0,0,0,0
1962.9452,0,0,0,0
1962.9479,0,0,0,0
1962.9507,0,0,0,0
1962.9534,0,0,0,0
1962.9562,0,0,0,0
1962.9589,0,0,0,0
1962.9616,0,0,0,0
1962.9644,0,0,0,0
1962.9671,0,0,0,0
1962.9699,0,0,0,0
1962.9726,0,0,0,0
1962.9753,0,0,0,0
1962.9781,0,0,0,0
1962.9808,0,0,0,0
1962.9836,0,0,0,0
1962.9863,0,0,0,0
1962.989,0,0,0,0
1962.9918,0,0,0,0
1962.9945,0,0,0,0
1962.9973,0,0,0,0
1963,0,0,0,0
1963.0027,0,0,0,0
1963.0055,0,0,0,0
1963.0082,0,0,0,0
1963.011,0,0,0,0
1963.0137,0,0,0,0
1963.0164,0,0,0,0
1963.0192,0,0,0,0
1963.0219,0,0,0,0
1963.0247,0,0,0,0
1963.0274,0,0,0,0
1963.0301,0,0,0,0
1963.0329,0,0,0,0
1963.0356,0,0,0,0
1963.0384,0,0,0,0
1963.0411,0,0,0,0
1963.0438,0,0,0,0
1963.0466,0,0,0,0
1963.0493,0,0,0,0
1963.0521,0,0,0,0
1963.0548,0,0,0,0
1963.0575,0,0,0,0
1963.0603,0,0,0,0
1963.063,0,0,0,0
1963.0658,0,0,0,0
1963.0685,0,0,0,0
1963.0712,0,0,0,0
1963.074,0,0,0,0
1963.0767,0,0,0,0
1963.0795,0,0,0,0
1963.0822,0,0,0,0
1963.0849,0,0,0,0
1963.0877,0,0,0,0
1963.0904,0,0,0,0
1963.0932,0,0,0,0
1963.0959,0,0,0,0
1963.0986,0,0,0,0
1963.1014,0,0,0,0
1963.1041,0,0,0,0
1963.1068,0,0,0,0
1963.1096,0,0,0,0
1963.1123,0,0,0,0
1963.1151,0,0,0,0
1963.1178,0,0,0,0
1963.1205,0,0,0,0
1963.1233,0,0,0,0
1963.126,0,0,0,0
1963.1288,0,0,0,0
1963.1315,0,0,0,0
1963.1342,0,0,0,0
1963.137,0,0,0,0
1963.1397,0,0,0,0
1963.1425,0,0,0,0
1963.1452,0,0,0,0
1963.1479,0,0,0,0
1963.1507,0,0,0,0
1963.1534,0,0,0,0
1963.1562,0,0,0,0
1963.1589,0,0,0,0
1963.1616,0,0,0,0
1963.1644,0,0,0,0
1963.1671,0,0,0,0
1963.1699,0,0,0,0
1963.1726,0,0,0,0
1963.1753,0,0,0,0
1963.1781,0,0,0,0
1963.1808,0,0,0,0
1963.1836,0,0,0,0
1963.1863,0,0,0,0
1963.189,0,0,0,0
1963.1918,0,0,0,0
1963.1945,0,0,0,0
1963.1973,0,0,0,0
1963.2,0,0,0,0
1963.2027,0,0,0,0
1963.2055,0,0,0,0
1963.2082,0,0,0,0
1963.211,0,0,0,0
1963.2137,0,0,0,0
1963.2164,0,0,0,0
1963.2192,0,0,0,0
1963.2219,0,0,0,0
1963.2247,0,0,0,0
1963.2274,0,0,0,0
1963.2301,0,0,0,0
1963.2329,0,0,0,0
1963.2356,0,0,0,0
1963.2384,0,0,0,0
1963.2411,0,0,0,0
1963.2438,0,0,0,0
1963.2466,0,0,0,0
1963.2493,0,0,0,0
1963.2521,0,0,0,0
1963.2548,0,0,0,0
1963.2575,0,0,0,0
1963.2603,0,0,0,0
1963.263,0,0,0,0
1963.2658,0,0,0,0
1963.2685,0,0,0,0
1963.2712,0,0,0,0
1963.274,0,0,0,0
1963.2767,0,0,0,0
1963.2795,0,0,0,0
1963.2822,0,0,0,0
1963.2849,0,0,0,0
1963.2877,0,0,0,0
1963.2904,0,0,0,0
1963.2932,0,0,0,0
1963.2959,0,0,0,0
1963.2986,0,0,0,0
1963.3014,0,0,0,0
1963.3041,0,0,0,0
1963.3068,0,0,0,0
1963.3096,0,0,0,0
1963.3123,0,0,0,0
1963.3151,0,0,0,0
1963.3178,0,0,0,0
1963.3205,0,0,0,0
1963.3233,0,0,0,0
1963.326,0,0,0,0
1963.3288,0,0,0,0
1963.3315,0,0,0,0
1963.3342,0,0,0,0
1963.337,0,0,0,0
1963.3397,0,0,0,0
1963.3425,0,0,0,0
1963.3452,0,0,0,0
1963.3479,0,0,0,0
1963.3507,0,0,0,0
1963.3534,0,0,0,0
1963.3562,0,0,0,0
1963.3589,0,0,0,0
1963.3616,0,0,0,0
1963.3644,0,0,0,0
1963.3671,0,0,0,0
1963.3699,0,0,0,0
1963.3726,0,0,0,0
1963.3753,0,0,0,0
1963.3781,0,0,0,0
1963.3808,0,0,0,0
1963.3836,0,0,0,0
1963.3863,0,0,0,0
1963.389,0,0,0,0
1963.3918,0,0,0,0
1963.3945,0,0,0,0
1963.3973,0,0,0,0
1963.4,0,0,0,0
1963.4027,0,0,0,0
1963.4055,0,0,0,0
1963.4082,0,0,0,0
1963.411,0,0,0,0
1963.4137,0,0,0,0
1963.4164,0,0,0,0
1963.4192,0,0,0,0
1963.4219,0,0,0,0
1963.4247,0,0,0,0
1963.4274,0,0,0,0
1963.4301,0,0,0,0
1963.4329,0,0,0,0
1963.4356,0,0,0,0
1963.4384,0,0,0,0
1963.4411,0,0,0,0
1963.4438,0,0,0,0
1963.4466,0,0,0,0
1963.4493,0,0,0,0
1963.4521,0,0,0,0
1963.4548,0,0,0,0
1963.4575,0,0,0,0
1963.4603,0,0,0,0
1963.463,0,0,0,0
1963.4658,0,0,0,0
1963.4685,0,0,0,0
1963.4712,0,0,0,0
1963.474,0,0,0,0
1963.4767,0,0,0,0
1963.4795,0,0,0,0
1963.4822,0,0,0,0
1963.4849,0,0,0,0
1963.4877,0,0,0,0
1963.4904,0,0,0,0
1963.4932,0,0,0,0
1963.4959,0,0,0,0
1963.4986,0,0,0,0
1963.5014,0,0,0,0
1963.5041,0,0,0,0
1963.5068,0,0,0,0
1963.5096,0,0,0,0
1963.5123,0,0,0,0
1963.5151,0,0,0,0
1963.5178,0,0,0,0
1963.5205,0,0,0,0
1963.5233,0,0,0,0
1963.526,0,0,0,0
1963.5288,0,0,0,0
1963.5315,0,0,0,0
1963.5342,0,0,0,0
1963.537,0,0,0,0
1963.5397,0,0,0,0
1963.5425,0,0,0,0
1963.5452,0,0,0,0
1963.5479,0,0,0,0
1963.5507,0,0,0,0
1963.5534,0,0,0,0
1963.5562,0,0,0,0
1963.5589,0,0,0,0
1963.5616,0,0,0,0
1963.5644,0,0,0,0
1963.5671,0,0,0,0
1963.5699,0,0,0,0
1963.5726,0,0,0,0
1963.5753,0,0,0,0
1963.5781,0,0,0,0
1963.5808,0,0,0,0
1963.5836,0,0,0,0
1963.5863,0,0,0,0
1963.589,0,0,0,0
1963.5918,0,0,0,0
1963.5945,0,0,0,0
1963.5973,0,0,0,0
1963.6,0,0,0,0
1963.6027,0,0,0,0
1963.6055,0,0,0,0
1963.6082,0,0,0,0
1963.611,0,0,0,0
1963.6137,0,0,0,0
1963.6164,0,0,0,0
1963.6192,0,0,0,0
1963.6219,0,0,0,0
1963.6247,0,0,0,0
1963.6274,0,0,0,0
1963.6301,0,0,0,0
1963.6329,0,0,0,0
1963.6356,0,0,0,0
1963.6384,0,0,0,0
1963.6411,0,0,0,0
1963.6438,0,0,0,0
1963.6466,0,0,0,0
1963.6493,0,0,0,0
1963.6521,0,0,0,0
1963.6548,0,0,0,0
1963.6575,0,0,0,0
1963.6603,0,0,0,0
1963.663,0,0,0,0
1963.6658,0,0,0,0
1963.6685,0,0,0,0
1963.6712,0,0,0,0
1963.674,0,0,0,0
1963.6767,0,0,0,0
1963.6795,0,0,0,0
1963.6822,0,0,0,0
1963.6849,0,0,0,0
1963.6877,0,0,0,0
1963.6904,0,0,0,0
1963.6932,0,0,0,0
1963.6959,0,0,0,0
1963.6986,0,0,0,0
1963.7014,0,0,0,0
1963.7041,0,0,0,0
1963.7068,0,0,0,0
1963.7096,0,0,0,0
1963.7123,0,0,0,0
1963.7151,0,0,0,0
1963.7178,0,0,0,0
1963.7205,0,0,0,0
1963.7233,0,0,0,0
1963.726,0,0,0,0
1963.7288,0,0,0,0
1963.7315,0,0,0,0
1963.7342,0,0,0,0
1963.737,0,0,0,0
1963.7397,0,0,0,0
1963.7425,0,0,0,0
1963.7452,0,0,0,0
1963.7479,0,0,0,0
1963.7507,0,0,0,0
1963.7534,0,0,0,0
1963.7562,0,0,0,0
1963.7589,0,0,0,0
1963.7616,0,0,0,0
1963.7644,0,0,0,0
1963.7671,0,0,0,0
1963.7699,0,0,0,0
1963.7726,0,0,0,0
1963.7753,0,0,0,0
1963.7781,0,0,0,0
1963.7808,0,0,0,0
1963.7836,0,0,0,0
1963.7863,0,0,0,0
1963.789,0,0,0,0
1963.7918,0,0,0,0
1963.7945,0,0,0,0
1963.7973,0,0,0,0
1963.8,0,0,0,0
1963.8027,0,0,0,0
1963.8055,0,0,0,0
1963.8082,0,0,0,0
1963.811,0,0,0,0
1963.8137,0,0,0,0
1963.8164,0,0,0,0
1963.8192,0,0,0,0
1963.8219,0,0,0,0
1963.8247,0,0,0,0
1963.8274,0,0,0,0
1963.8301,0,0,0,0
1963.8329,0,0,0,0
1963.8356,0,0,0,0
1963.8384,0,0,0,0
1963.8411,0,0,0,0
1963.8438,0,0,0,0
1963.8466,0,0,0,0
1963.8493,0,0,0,0
1963.8521,0,0,0,0
1963.8548,0,0,0,0
1963.8575,0,0,0,0
1963.8603,0,0,0,0
1963.863,0,0,0,0
1963.8658,0,0,0,0
1963.8685,0,0,0,0
1963.8712,0,0,0,0
1963.874,0,0,0,0
1963.8767,0,0,0,0
1963.8795,0,0,0,0
1963.8822,0,0,0,0
1963.8849,0,0,0,0
1963.8877,0,0,0,0
1963.8904,0,0,0,0
1963.8932,0,0,0,0
1963.8959,0,0,0,0
1963.8986,0,0,0,0
1963.9014,0,0,0,0
1963.9041,0,0,0,0
1963.9068,0,0,0,0
1963.9096,0,0,0,0
1963.9123,0,0,0,0
1963.9151,0,0,0,0
1963.9178,0,0,0,0
1963.9205,0,0,0,0
1963.9233,0,0,0,0
1963.926,0,0,0,0
1963.9288,0,0,0,0
1963.9315,0,0,0,0
1963.9342,0,0,0,0
1963.937,0,0,0,0
1963.9397,0,0,0,0
1963.9425,0,0,0,0
1963.9452,0,0,0,0
1963.9479,0,0,0,0
1963.9507,0,0,0,0
1963.9534,0,0,0,0
1963.9562,0,0,0,0
1963.9589,0,0,0,0
1963.9616,0,0,0,0
1963.9644,0,0,0,0
1963.9671,0,0,0,0
1963.9699,0,0,0,0
1963.9726,0,0,0,0
1963.9753,0,0,0,0
1963.9781,0,0,0,0
1963.9808,0,0,0,0
1963.9836,0,0,0,0
1963.9863,0,0,0,0
1963.989,0,0,0,0
1963.9918,0,0,0,0
1963.9945,0,0,0,0
1963.9973,0,0,0,0
1964,0,0,0,0
1964.0027,0,0,0,0
1964.0055,0,0,0,0
1964.0082,0,0,0,0
1964.011,0,0,0,0
1964.0137,0,0,0,0
1964.0164,0,0,0,0
1964.0192,0,0,0,0
1964.0219,0,0,0,0
1964.0247,0,0,0,0
1964.0274,0,0,0,0
1964.0301,0,0,0,0
1964.0329,0,0,0,0
1964.0356,0,0,0,0
1964.0384,0,0,0,0
1964.0411,0,0,0,0
1964.0438,0,0,0,0
1964.0466,0,0,0,0
1964.0493,0,0,0,0
1964.0521,0,0,0,0
1964.0548,0,0,0,0
1964.0575,0,0,0,0
1964.0603,0,0,0,0
1964.063,0,0,0,0
1964.0658,0,0,0,0
1964.0685,0,0,0,0
1964.0712,0,0,0,0
1964.074,0,0,0,0
1964.0767,0,0,0,0
1964.0795,0,0,0,0
1964.0822,0,0,0,0
1964.0849,0,0,0,0
1964.0877,0,0,0,0
1964.0904,0,0,0,0
1964.0932,0,0,0,0
1964.0959,0,0,0,0
1964.0986,0,0,0,0
1964.1014,0,0,0,0
1964.1041,0,0,0,0
1964.1068,0,0,0,0
1964.1096,0,0,0,0
1964.1123,0,0,0,0
1964.1151,0,0,0,0
1964.1178,0,0,0,0
1964.1205,0,0,0,0
1964.1233,0,0,0,0
1964.126,0,0,0,0
1964.1288,0,0,0,0
1964.1315,0,0,0,0
1964.1342,0,0,0,0
1964.137,0,0,0,0
1964.1397,0,0,0,0
1964.1425,0,0,0,0
1964.1452,0,0,0,0
1964.1479,0,0,0,0
1964.1507,0,0,0,0
1964.1534,0,0,0,0
1964.1562,0,0,0,0
1964.1589,0,0,0,0
1964.1616,0,0,0,0
1964.1644,0,0,0,0
1964.1671,0,0,0,0
1964.1699,0,0,0,0
1964.1726,0,0,0,0
1964.1753,0,0,0,0
1964.1781,0,0,0,0
1964.1808,0,0,0,0
1964.1836,0,0,0,0
1964.1863,0,0,0,0
1964.189,0,0,0,0
1964.1918,0,0,0,0
1964.1945,0,0,0,0
1964.1973,0,0,0,0
1964.2,0,0,0,0
1964.2027,0,0,0,0
1964.2055,0,0,0,0
1964.2082,0,0,0,0
1964.211,0,0,0,0
1964.2137,0,0,0,0
1964.2164,0,0,0,0
1964.2192,0,0,0,0
1964.2219,0,0,0,0
1964.2247,0,0,0,0
1964.2274,0,0,0,0
1964.2301,0,0,0,0
1964.2329,0,0,0,0
1964.2356,0,0,0,0
1964.2384,0,0,0,0
1964.2411,0,0,0,0
1964.2438,0,0,0,0
1964.2466,0,0,0,0
1964.2493,0,0,0,0
1964.2521,0,0,0,0
1964.2548,0,0,0,0
1964.2575,0,0,0,0
1964.2603,0,0,0,0
1964.263,0,0,0,0
1964.2658,0,0,0,0
1964.2685,0,0,0,0
1964.2712,0,0,0,0
1964.274,0,0,0,0
1964.2767,0,0,0,0
1964.2795,0,0,0,0
1964.2822,0,0,0,0
1964.2849,0,0,0,0
1964.2877,0,0,0,0
1964.2904,0,0,0,0
1964.2932,0,0,0,0
1964.2959,0,0,0,0
1964.2986,0,0,0,0
1964.3014,0,0,0,0
1964.3041,0,0,0,0
1964.3068,0,0,0,0
1964.3096,0,0,0,0
1964.3123,0,0,0,0
1964.3151,0,0,0,0
1964.3178,0,0,0,0
1964.3205,0,0,0,0
1964.3233,0,0,0,0
1964.326,0,0,0,0
1964.3288,0,0,0,0
1964.3315,0,0,0,0
1964.3342,0,0,0,0
1964.337,0,0,0,0
1964.3397,0,0,0,0
1964.3425,0,0,0,0
1964.3452,0,0,0,0
1964.3479,0,0,0,0
1964.3507,0,0,0,0
1964.3534,0,0,0,0
1964.3562,0,0,0,0
1964.3589,0,0,0,0
1964.3616,0,0,0,0
1964.3644,0,0,0,0
1964.3671,0,0,0,0
1964.3699,0,0,0,0
1964.3726,0,0,0,0
1964.3753,0,0,0,0
1964.3781,0,0,0,0
1964.3808,0,0,0,0
1964.3836,0,0,0,0
1964.3863,0,0,0,0
1964.389,0,0,0,0
1964.3918,0,0,0,0
1964.3945,0,0,0,0
1964.3973,0,0,0,0
1964.4,0,0,0,0
1964.4027,0,0,0,0
1964.4055,0,0,0,0
1964.4082,0,0,0,0
1964.411,0,0,0,0
1964.4137,0,0,0,0
1964.4164,0,0,0,0
1964.4192,0,0,0,0
1964.4219,0,0,0,0
1964.4247,0,0,0,0
1964.4274,0,0,0,0
1964.4301,0,0,0,0
1964.4329,0,0,0,0
1964.4356,0,0,0,0
1964.4384,0,0,0,0
1964.4411,0,0,0,0
1964.4438,0,0,0,0
1964.4466,0,0,0,0
1964.4493,0,0,0,0
1964.4521,0,0,0,0
1964.4548,0,0,0,0
1964.4575,0,0,0,0
1964.4603,0,0,0,0
1964.463,0,0,0,0
1964.4658,0,0,0,0
1964.4685,0,0,0,0
1964.4712,0,0,0,0
1964.474,0,0,0,0
1964.4767,0,0,0,0
1964.4795,0,0,0,0
1964.4822,0,0,0,0
1964.4849,0,0,0,0
1964.4877,0,0,0,0
1964.4904,0,0,0,0
1964.4932,0,0,0,0
1964.4959,0,0,0,0
1964.4986,0,0,0,0
1964.5014,0,0,0,0
1964.5041,0,0,0,0
1964.5068,0,0,0,0
1964.5096,0,0,0,0
1964.5123,0,0,0,0
1964.5151,0,0,0,0
1964.5178,0,0,0,0
1964.5205,0,0,0,0
1964.5233,0,0,0,0
1964.526,0,0,0,0
1964.5288,0,0,0,0
1964.5315,0,0,0,0
1964.5342,0,0,0,0
1964.537,0,0,0,0
1964.5397,0,0,0,0
1964.5425,0,0,0,0
1964.5452,0,0,0,0
1964.5479,0,0,0,0
1964.5507,0,0,0,0
1964.5534,0,0,0,0
1964.5562,0,0,0,0
1964.5589,0,0,0,0
1964.5616,0,0,0,0
1964.5644,0,0,0,0
1964.5671,0,0,0,0
1964.5699,0,0,0,0
1964.5726,0,0,0,0
1964.5753,0,0,0,0
1964.5781,0,0,0,0
1964.5808,0,0,0,0
1964.5836,0,0,0,0
1964.5863,0,0,0,0
1964.589,0,0,0,0
1964.5918,0,0,0,0
1964.5945,0,0,0,0
1964.5973,0,0,0,0
